


📡央视频道,#genre#
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8



🌃历届春晚,#genre#
春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
西游齐天乐1987,http://50069.njc.svp.tencent-cloud.com/0bc3fuaaiaaavuaibgr5f5rfalodaqwqabaa.f10003.mp4
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4







 🔞9+9测试_8688,#genre#
蜜桃成熟时33D,https://v5.jindangao.com/jj/j4/11/hls/index.m3u8
蜜桃成熟时3之蜜桃仙子,https://v5.jindangao.com/jj/j4/13/hls/index.m3u8
燕妇转世1,https://v5.jindangao.com/fff/ff9/23/hls/index.m3u8
燕妇转世2,https://v5.jindangao.com/fff/ff9/24/hls/index.m3u8
兽生秀惑之赤果生游戏2000,https://v6.jindangao.com/hj/hj2/hj23/25/hls/index.m3u8
屠夫,https://v6.jindangao.com/hj/hj2/hj24/38/hls/index.m3u8
贴身保镖,https://v6.jindangao.com/hj/hj2/hj24/31/hls/index.m3u8
舒淇早期激青合集,https://v6.jindangao.com/hj/hj2/hj25/36/hls/index.m3u8
燕鬼冤魂,https://v6.jindangao.com/hj/hj2/hj27/34/hls/index.m3u8
夜半思孚時,https://v6.jindangao.com/hj/hj2/hj28/1/hls/index.m3u8
越轨之狼完整版,https://v6.jindangao.com/hj/hj2/hj29/12/hls/index.m3u8
外文初夜青,https://v6.jindangao.com/hj/hj1/hj3/22/hls/index.m3u8
我为卿狂,https://v5.jindangao.com/fff/ff7/21/hls/index.m3u8
水浒传之英雄好摄,https://v5.jindangao.com/gg/g9/23/hls/index.m3u8
玉火狂蜜,https://v6.jindangao.com/hj/hj2/hj28/44/hls/index.m3u8
满清十大酷刑,https://v5.jindangao.com/jj/j1/46/hls/index.m3u8
剑奴,https://v5.jindangao.com/ff/f4/4/hls/index.m3u8
婚前试爱,https://v5.jindangao.com/ff/f2/7/hls/index.m3u8
我来自北京,https://v5.jindangao.com/fff/ff7/8/hls/index.m3u8
竹本玉蒲团,https://v5.jindangao.com/fff/ff0/38/hls/index.m3u8
人肉叉烧包,https://v6.jindangao.com/v26/26/600kb/hls/index.m3u8
生气功之探秘,https://v5.jindangao.com/hh/h2/17/hls/index.m3u8
青楼十二户国粤双语,https://v5.jindangao.com/nn/n9/51/hls/index.m3u8
与蛇共舞,https://v5.jindangao.com/hh/h6/27/hls/index.m3u8
聊斋花弄月,https://v5.jindangao.com/eee/ee10/14/hls/index.m3u8
风月奇谭,https://v5.jindangao.com/ll/l5/38/hls/index.m3u8
唐朝禁宫风月,https://v5.jindangao.com/gg/g10/26/hls/index.m3u8
摄玉怪谈之魔奸赢者,https://v5.jindangao.com/gg/g5/21/hls/index.m3u8
赢魔暴行,https://v5.jindangao.com/oo/o10/18/hls/index.m3u8
樱花劫,https://v5.jindangao.com/hh/h7/24/hls/index.m3u8
茅山斗降头,https://v5.jindangao.com/ff/f10/31/hls/index.m3u8
生的厉鬼,https://v5.jindangao.com/eee/ee1/23/hls/index.m3u8
降头2007,https://v5.jindangao.com/ff/f4/8/hls/index.m3u8
五行鬼尸,https://v5.jindangao.com/oo/o8/19/hls/index.m3u8
香帅传奇之天一神油,https://v5.jindangao.com/kk/k1/28/hls/index.m3u8
愉青宝鉴生爱三十六户,https://v5.jindangao.com/fff/ff0/32/hls/index.m3u8
浮世风青绘,https://v5.jindangao.com/xx/x2/22/hls/index.m3u8
武松1982,https://v5.jindangao.com/ee/e1/12/hls/index.m3u8
邪斗邪,https://v5.jindangao.com/oo/o8/46/hls/index.m3u8
催花神龙教,https://v5.jindangao.com/ll/l1/38/hls/index.m3u8
摄咒邪灵燕降勾魂,https://v5.jindangao.com/oo/o7/1/hls/index.m3u8
🅱️被牺牲的妻子,https://8xi78.xyz/assets/10199a8bfd134675b8456e92fcbe9b27.mp4
🅱️兽性陷阱,https://v6.jindangao.com/hj/hj2/hj23/24/hls/index.m3u8
🅱️狼吻十四日,https://v6.jindangao.com/hj/hj1/hj8/5/hls/index.m3u8
🅱️迷情司机,https://v6.jindangao.com/hj/hj1/hj9/19/hls/index.m3u8
🅱️色魔玩处女,https://v6.jindangao.com/hj/hj2/hj22/33/hls/index.m3u8
🅱️灭门惨案之虐杀,https://v5.jindangao.com/yy/y1/18/hls/index.m3u8
🅱️三奸,https://v5.jindangao.com/gg/g4/33/hls/index.m3u8
🅱️惊变,https://v5.jindangao.com/ff/f6/7/hls/index.m3u8
🅱️蜈蚣咒,https://v6.jindangao.com/bb/b16/30/500kb/hls/index.m3u8
🅱️香港屠夫,https://v6.jindangao.com/dd/d2/39/500kb/hls/index.m3u8
🅱️屯门色魔,https://v6.jindangao.com/aa/a8/25/600kb/hls/index.m3u8
🅱️魔鬼天使徐若瑄,https://v6.jindangao.com/aa/a8/13/600kb/hls/index.m3u8
🅱️极度墙间,https://v6.jindangao.com/aa/a7/18/600kb/hls/index.m3u8
🅱️戴错贞操带,https://v6.jindangao.com/aa/a17/16/500kb/hls/index.m3u8
🅱️强间3之oL诱惑,https://v6.jindangao.com/aa/a14/22/600kb/hls/index.m3u8
🅱️赤裸毒药,https://v6.jindangao.com/dd/d10/13/500kb/hls/index.m3u8
🅱️强间4终极篇最后羔羊,https://v6.jindangao.com/aa/a23/31/500kb/hls/index.m3u8
🅱️香港奇案之四庙街皇后,https://v6.jindangao.com/dd/d3/33/500kb/hls/index.m3u8
🅱️山狗2003兽性陷阱,https://v6.jindangao.com/dd/d1/28/500kb/hls/index.m3u8
🅱️香港奇案之凶杀,https://v6.jindangao.com/dd/d3/31/500kb/hls/index.m3u8
🅱️香港奇案之老爷车纵火谋杀案,https://v6.jindangao.com/dd/d3/32/500kb/hls/index.m3u8
🅱️色欲档案之性,https://v6.jindangao.com/dd/d1/27/500kb/hls/index.m3u8
🅱️新羔羊医生,https://v6.jindangao.com/dd/d3/38/500kb/hls/index.m3u8
🅱️盲女72小时,https://v6.jindangao.com/dd/d3/40/500kb/hls/index.m3u8
🅱️满床春水,https://v6.jindangao.com/aa/a21/18/500kb/hls/index.m3u8
🅱️西环浮尸,https://v6.jindangao.com/dd/d1/42/500kb/hls/index.m3u8
🅱️妖怪都市,https://v6.jindangao.com/dd/d6/19/500kb/hls/index.m3u8
🅱️香港奇案之吸血贵利王,https://v6.jindangao.com/v14/18/600kb/hls/index.m3u8
🅱️人肉天妇罗,https://v6.jindangao.com/dd/d19/40/700kb/hls/index.m3u8
🅱️诱人犯罪,https://v6.jindangao.com/bb/b1/27/500kb/hls/index.m3u8
🅱️监狱不设防,https://v6.jindangao.com/dd/d7/42/500kb/hls/index.m3u8
🅱️鬼话成真,https://v6.jindangao.com/dd/d7/22/500kb/hls/index.m3u8
🅱️黑狱圣女,https://v6.jindangao.com/bb/b14/9/500kb/hls/index.m3u8
🅱️猛鬼舞厅,https://v6.jindangao.com/dd/d7/56/500kb/hls/index.m3u8
🅱️猛鬼出笼②艳鬼发狂,https://v6.jindangao.com/dd/d7/55/500kb/hls/index.m3u8
🅱️蒸夫,https://v6.jindangao.com/v13/4/600kb/hls/index.m3u8
🅱️隐形淫魔,https://v6.jindangao.com/bb/b15/38/500kb/hls/index.m3u8
🅱️人间蒸发,https://v5.jindangao.com/gg/g3/33/hls/index.m3u8
🅱️杀人工厂,https://v5.jindangao.com/gg/g6/34/hls/index.m3u8
🅱️人肉玩具,https://v5.jindangao.com/gg/g3/36/hls/index.m3u8
🅱️银魔暴行,https://v5.jindangao.com/oo/o10/18/hls/index.m3u8
🅱️山狗1999,https://v5.jindangao.com/gg/g6/42/hls/index.m3u8
